Finf,Fnoninf,subj,bout,prob
0.0,0.0,2888.0,1.0,0.16034265007517948
2.0,2.0,2888.0,1.0,0.2006706954621514
0.0,2.0,2888.0,1.0,0.24116205681688824
1.0,0.0,2888.0,1.0,4.595119850134589
2.0,0.0,2888.0,1.0,0.4054651081081642
3.0,2.0,2888.0,1.0,0.3639653772014115
3.0,1.0,2888.0,1.0,0.7537718023763803
0.0,3.0,2888.0,1.0,0.0
1.0,2.0,2888.0,1.0,1.7346010553881064
1.0,1.0,2888.0,1.0,1.6582280766035322
3.0,0.0,2888.0,1.0,0.6190392084062236
2.0,3.0,2888.0,1.0,0.2006706954621514
0.0,1.0,2888.0,1.0,0.32277339226305085
3.0,3.0,5539.0,1.0,-2.0907410969337694
1.0,1.0,5539.0,1.0,1.3862943611198908
1.0,3.0,5539.0,1.0,-1.3862943611198906
0.0,2.0,5539.0,1.0,0.8472978603872034
2.0,1.0,5539.0,1.0,2.1972245773362196
0.0,1.0,5539.0,1.0,2.313634929180631
3.0,2.0,5539.0,1.0,-2.197224577336219
2.0,2.0,5539.0,1.0,-0.4054651081081643
3.0,1.0,5539.0,1.0,0.9444616088408513
2.0,3.0,5539.0,1.0,0.8472978603872034
3.0,0.0,5539.0,1.0,-0.8001193001121131
2.0,0.0,5539.0,1.0,0.4054651081081642
1.0,2.0,5539.0,1.0,-0.8001193001121131
0.0,0.0,5539.0,1.0,0.44731221804366483
1.0,0.0,5539.0,1.0,-0.4054651081081643
0.0,3.0,5539.0,1.0,0.8472978603872034
3.0,1.0,7919.0,1.0,-0.4054651081081643
0.0,2.0,7919.0,1.0,-1.4500101755059984
1.0,3.0,7919.0,1.0,0.8001193001121129
1.0,1.0,7919.0,1.0,0.3639653772014115
2.0,2.0,7919.0,1.0,0.0
1.0,2.0,7919.0,1.0,-0.8953840470548413
2.0,1.0,7919.0,1.0,0.8472978603872034
2.0,3.0,7919.0,1.0,-1.4500101755059984
3.0,0.0,7919.0,1.0,1.3862943611198908
3.0,2.0,7919.0,1.0,-0.3639653772014119
3.0,3.0,7919.0,1.0,0.4054651081081642
1.0,0.0,7919.0,1.0,2.5866893440979433
0.0,1.0,7919.0,1.0,1.265666373331276
0.0,3.0,7919.0,1.0,0.32277339226305085
2.0,0.0,7919.0,1.0,1.3249254147435987
0.0,0.0,7919.0,1.0,-0.2818511521409879
2.0,3.0,520.0,1.0,-0.3639653772014119
2.0,1.0,520.0,1.0,-0.2818511521409879
3.0,2.0,520.0,1.0,-0.7081850579244856
1.0,2.0,520.0,1.0,-1.4500101755059984
0.0,0.0,520.0,1.0,0.4054651081081642
3.0,3.0,520.0,1.0,-0.16034265007517937
1.0,0.0,520.0,1.0,-0.7537718023763801
3.0,0.0,520.0,1.0,-0.4895482253187058
1.0,3.0,520.0,1.0,-2.197224577336219
1.0,1.0,520.0,1.0,-0.8472978603872036
2.0,0.0,520.0,1.0,0.040005334613699206
0.0,1.0,520.0,1.0,2.313634929180631
2.0,2.0,520.0,1.0,-0.16034265007517937
3.0,1.0,520.0,1.0,-0.3639653772014119
0.0,3.0,520.0,1.0,0.8472978603872034
0.0,2.0,520.0,1.0,1.2083112059245342
3.0,1.0,2521.0,1.0,3.8918202981106256
3.0,0.0,2521.0,1.0,0.4054651081081642
2.0,3.0,2521.0,1.0,-2.751535313041949
0.0,1.0,2521.0,1.0,4.595119850134589
1.0,1.0,2521.0,1.0,3.8918202981106256
3.0,2.0,2521.0,1.0,0.3639653772014115
2.0,1.0,2521.0,1.0,2.1972245773362196
0.0,2.0,2521.0,1.0,0.8953840470548413
3.0,3.0,2521.0,1.0,-1.3862943611198906
0.0,0.0,2521.0,1.0,0.6190392084062236
1.0,0.0,2521.0,1.0,0.6632942174102643
1.0,2.0,2521.0,1.0,0.4054651081081642
2.0,0.0,2521.0,1.0,-1.3862943611198906
0.0,3.0,2521.0,1.0,-0.6190392084062235
2.0,2.0,2521.0,1.0,-0.5753641449035618
1.0,3.0,2521.0,1.0,-2.751535313041949
3.0,2.0,6800.0,1.0,-0.20067069546215124
1.0,0.0,6800.0,1.0,0.708185057924486
1.0,3.0,6800.0,1.0,-0.6190392084062235
2.0,3.0,6800.0,1.0,-0.2818511521409879
1.0,1.0,6800.0,1.0,-1.3862943611198906
2.0,0.0,6800.0,1.0,0.4054651081081642
3.0,0.0,6800.0,1.0,-1.4500101755059984
3.0,1.0,6800.0,1.0,0.2006706954621514
0.0,2.0,6800.0,1.0,0.2006706954621514
2.0,2.0,6800.0,1.0,0.0
0.0,1.0,6800.0,1.0,1.265666373331276
0.0,3.0,6800.0,1.0,0.12014431184206341
3.0,3.0,6800.0,1.0,-1.0986122886681098
0.0,0.0,6800.0,1.0,0.32277339226305085
1.0,2.0,6800.0,1.0,1.2083112059245342
2.0,1.0,6800.0,1.0,1.3249254147435987
0.0,1.0,7262.0,1.0,0.0
1.0,2.0,7262.0,1.0,1.3862943611198908
2.0,1.0,7262.0,1.0,-0.4054651081081643
1.0,0.0,7262.0,1.0,0.44731221804366483
0.0,2.0,7262.0,1.0,-0.5753641449035618
1.0,1.0,7262.0,1.0,-0.4473122180436648
0.0,3.0,7262.0,1.0,1.2083112059245342
3.0,0.0,7262.0,1.0,0.0
2.0,0.0,7262.0,1.0,-0.4895482253187058
2.0,3.0,7262.0,1.0,-0.8953840470548413
0.0,0.0,7262.0,1.0,1.4500101755059986
1.0,3.0,7262.0,1.0,1.6582280766035322
2.0,2.0,7262.0,1.0,0.0
3.0,2.0,7262.0,1.0,0.0
3.0,3.0,7262.0,1.0,0.44731221804366483
3.0,1.0,7262.0,1.0,1.3862943611198908
1.0,3.0,877.0,1.0,0.8472978603872034
0.0,0.0,877.0,1.0,1.0986122886681098
3.0,0.0,877.0,1.0,-0.5753641449035618
0.0,2.0,877.0,1.0,0.9946225751440619
2.0,1.0,877.0,1.0,0.040005334613699206
0.0,1.0,877.0,1.0,-0.4054651081081643
3.0,2.0,877.0,1.0,0.4895482253187058
0.0,3.0,877.0,1.0,0.6632942174102643
1.0,1.0,877.0,1.0,-1.3249254147435987
2.0,2.0,877.0,1.0,-0.8953840470548413
1.0,2.0,877.0,1.0,1.5856272637403817
2.0,3.0,877.0,1.0,-1.3862943611198906
1.0,0.0,877.0,1.0,1.6582280766035322
3.0,1.0,877.0,1.0,0.6190392084062236
3.0,3.0,877.0,1.0,0.16034265007517948
2.0,0.0,877.0,1.0,-0.5753641449035618
0.0,3.0,5902.0,1.0,-0.4054651081081643
3.0,0.0,5902.0,1.0,0.8953840470548413
1.0,2.0,5902.0,1.0,0.4054651081081642
3.0,2.0,5902.0,1.0,0.4054651081081642
0.0,2.0,5902.0,1.0,0.0
1.0,3.0,5902.0,1.0,0.8472978603872034
2.0,0.0,5902.0,1.0,-0.9444616088408512
0.0,0.0,5902.0,1.0,-1.4500101755059984
3.0,1.0,5902.0,1.0,0.4054651081081642
1.0,1.0,5902.0,1.0,0.0
2.0,1.0,5902.0,1.0,0.16034265007517948
2.0,2.0,5902.0,1.0,-0.4473122180436648
1.0,0.0,5902.0,1.0,2.5866893440979433
3.0,3.0,5902.0,1.0,0.0
0.0,1.0,5902.0,1.0,0.4054651081081642
2.0,3.0,5902.0,1.0,-1.3862943611198906
0.0,2.0,99.0,1.0,-0.8953840470548413
3.0,0.0,99.0,1.0,0.3639653772014115
3.0,2.0,99.0,1.0,-1.0459685551826876
3.0,1.0,99.0,1.0,0.8953840470548413
0.0,1.0,99.0,1.0,1.815289966638249
2.0,1.0,99.0,1.0,-0.04000533461369925
1.0,2.0,99.0,1.0,0.2818511521409875
2.0,2.0,99.0,1.0,-0.3227733922630512
1.0,1.0,99.0,1.0,0.8001193001121129
0.0,0.0,99.0,1.0,0.708185057924486
2.0,0.0,99.0,1.0,-0.4473122180436648
3.0,3.0,99.0,1.0,-0.4473122180436648
1.0,3.0,99.0,1.0,-0.7537718023763801
0.0,3.0,99.0,1.0,-0.4054651081081643
1.0,0.0,99.0,1.0,0.3639653772014115
2.0,3.0,99.0,1.0,-0.12014431184206334
1.0,2.0,8029.0,1.0,3.4760986898352724
2.0,1.0,8029.0,1.0,-0.4054651081081643
3.0,0.0,8029.0,1.0,-0.4054651081081643
0.0,3.0,8029.0,1.0,-0.9444616088408512
2.0,2.0,8029.0,1.0,-0.8472978603872036
3.0,3.0,8029.0,1.0,-1.3249254147435987
2.0,0.0,8029.0,1.0,0.9946225751440619
0.0,2.0,8029.0,1.0,-0.663294217410264
0.0,1.0,8029.0,1.0,0.4054651081081642
0.0,0.0,8029.0,1.0,0.5753641449035619
1.0,1.0,8029.0,1.0,0.4895482253187058
3.0,2.0,8029.0,1.0,-0.4473122180436648
3.0,1.0,8029.0,1.0,0.0
2.0,3.0,8029.0,1.0,-0.6190392084062235
1.0,0.0,8029.0,1.0,1.5856272637403817
1.0,3.0,8029.0,1.0,1.0459685551826876
1.0,0.0,4372.0,1.0,0.5322168137473082
0.0,3.0,4372.0,1.0,-0.9946225751440619
2.0,0.0,4372.0,1.0,-1.7346010553881064
3.0,3.0,4372.0,1.0,-1.3862943611198906
1.0,3.0,4372.0,1.0,0.5753641449035619
0.0,2.0,4372.0,1.0,-0.2818511521409879
0.0,1.0,4372.0,1.0,0.708185057924486
3.0,0.0,4372.0,1.0,0.5322168137473082
3.0,2.0,4372.0,1.0,0.3639653772014115
2.0,3.0,4372.0,1.0,-1.1526795099383855
0.0,0.0,4372.0,1.0,0.44731221804366483
2.0,1.0,4372.0,1.0,-0.6190392084062235
1.0,1.0,4372.0,1.0,0.24116205681688824
1.0,2.0,4372.0,1.0,0.2006706954621514
3.0,1.0,4372.0,1.0,0.4054651081081642
2.0,2.0,4372.0,1.0,-0.7537718023763801
2.0,3.0,9642.0,1.0,-0.663294217410264
3.0,1.0,9642.0,1.0,-0.663294217410264
1.0,3.0,9642.0,1.0,0.6632942174102643
1.0,2.0,9642.0,1.0,0.7537718023763803
3.0,2.0,9642.0,1.0,0.7537718023763803
2.0,1.0,9642.0,1.0,-0.8472978603872036
0.0,3.0,9642.0,1.0,0.6190392084062236
1.0,0.0,9642.0,1.0,0.4895482253187058
1.0,1.0,9642.0,1.0,0.5322168137473082
2.0,2.0,9642.0,1.0,-0.4895482253187058
2.0,0.0,9642.0,1.0,-0.4054651081081643
0.0,2.0,9642.0,1.0,-0.5322168137473082
3.0,0.0,9642.0,1.0,0.2818511521409875
0.0,1.0,9642.0,1.0,-0.4473122180436648
0.0,0.0,9642.0,1.0,0.44731221804366483
3.0,3.0,9642.0,1.0,-0.6190392084062235
2.0,3.0,9873.0,1.0,0.4054651081081642
0.0,3.0,9873.0,1.0,-0.5753641449035618
2.0,2.0,9873.0,1.0,2.751535313041948
1.0,2.0,9873.0,1.0,1.265666373331276
3.0,2.0,9873.0,1.0,-0.4473122180436648
2.0,1.0,9873.0,1.0,0.6190392084062236
3.0,3.0,9873.0,1.0,-0.6190392084062235
3.0,1.0,9873.0,1.0,0.708185057924486
1.0,1.0,9873.0,1.0,-0.4895482253187058
0.0,0.0,9873.0,1.0,0.5753641449035619
0.0,2.0,9873.0,1.0,-0.7537718023763801
2.0,0.0,9873.0,1.0,0.6190392084062236
1.0,0.0,9873.0,1.0,-0.4895482253187058
1.0,3.0,9873.0,1.0,0.4895482253187058
3.0,0.0,9873.0,1.0,-0.16034265007517937
0.0,1.0,9873.0,1.0,0.3639653772014115
0.0,1.0,4563.0,1.0,0.708185057924486
0.0,0.0,4563.0,1.0,1.3249254147435987
1.0,2.0,4563.0,1.0,-1.4500101755059984
3.0,0.0,4563.0,1.0,1.9924301646902063
2.0,0.0,4563.0,1.0,1.3862943611198908
2.0,1.0,4563.0,1.0,0.44731221804366483
1.0,1.0,4563.0,1.0,0.2818511521409875
3.0,3.0,4563.0,1.0,1.4500101755059986
2.0,2.0,4563.0,1.0,-1.1526795099383855
3.0,2.0,4563.0,1.0,-1.2083112059245342
0.0,3.0,4563.0,1.0,1.265666373331276
0.0,2.0,4563.0,1.0,-2.3136349291806306
1.0,3.0,4563.0,1.0,3.4760986898352724
1.0,0.0,4563.0,1.0,1.2083112059245342
2.0,3.0,4563.0,1.0,1.5856272637403817
3.0,1.0,4563.0,1.0,0.44731221804366483
1.0,0.0,6474.0,1.0,1.9924301646902063
0.0,2.0,6474.0,1.0,1.0459685551826876
3.0,3.0,6474.0,1.0,0.4054651081081642
0.0,1.0,6474.0,1.0,0.4054651081081642
2.0,0.0,6474.0,1.0,0.8472978603872034
3.0,2.0,6474.0,1.0,-0.7081850579244856
1.0,2.0,6474.0,1.0,1.1526795099383855
2.0,1.0,6474.0,1.0,1.4500101755059986
3.0,1.0,6474.0,1.0,1.265666373331276
0.0,3.0,6474.0,1.0,0.8472978603872034
1.0,1.0,6474.0,1.0,1.815289966638249
3.0,0.0,6474.0,1.0,0.4054651081081642
0.0,0.0,6474.0,1.0,0.4895482253187058
2.0,3.0,6474.0,1.0,-0.4054651081081643
1.0,3.0,6474.0,1.0,0.3639653772014115
2.0,2.0,6474.0,1.0,-1.3862943611198906
3.0,3.0,6675.0,1.0,0.4895482253187058
2.0,1.0,6675.0,1.0,-2.751535313041949
2.0,0.0,6675.0,1.0,-4.59511985013459
3.0,2.0,6675.0,1.0,0.16034265007517948
2.0,2.0,6675.0,1.0,-2.9444389791664403
1.0,2.0,6675.0,1.0,0.2818511521409875
1.0,0.0,6675.0,1.0,0.6190392084062236
1.0,1.0,6675.0,1.0,0.32277339226305085
1.0,3.0,6675.0,1.0,0.2818511521409875
0.0,0.0,6675.0,1.0,0.08004270767353656
2.0,3.0,6675.0,1.0,-1.9924301646902063
0.0,2.0,6675.0,1.0,0.4895482253187058
0.0,3.0,6675.0,1.0,0.32277339226305085
3.0,1.0,6675.0,1.0,0.7537718023763803
3.0,0.0,6675.0,1.0,0.44731221804366483
0.0,1.0,6675.0,1.0,0.9946225751440619
1.0,0.0,7802.0,1.0,0.4895482253187058
1.0,1.0,7802.0,1.0,-0.2411620568168881
2.0,1.0,7802.0,1.0,-0.7081850579244856
0.0,2.0,7802.0,1.0,-0.8953840470548413
2.0,0.0,7802.0,1.0,0.2818511521409875
1.0,3.0,7802.0,1.0,0.5322168137473082
2.0,3.0,7802.0,1.0,-0.2411620568168881
1.0,2.0,7802.0,1.0,0.32277339226305085
0.0,0.0,7802.0,1.0,0.708185057924486
2.0,2.0,7802.0,1.0,-0.3639653772014119
3.0,1.0,7802.0,1.0,0.24116205681688824
3.0,0.0,7802.0,1.0,-0.2411620568168881
3.0,2.0,7802.0,1.0,-0.3639653772014119
0.0,3.0,7802.0,1.0,-0.5753641449035618
3.0,3.0,7802.0,1.0,-0.663294217410264
0.0,1.0,7802.0,1.0,-0.6190392084062235
2.0,0.0,7430.0,1.0,1.3862943611198908
2.0,2.0,7430.0,1.0,1.3862943611198908
0.0,2.0,7430.0,1.0,-1.4500101755059984
1.0,2.0,7430.0,1.0,-1.3862943611198906
1.0,3.0,7430.0,1.0,1.3862943611198908
1.0,1.0,7430.0,1.0,-1.3862943611198906
2.0,1.0,7430.0,1.0,-1.3862943611198906
2.0,3.0,7430.0,1.0,-4.59511985013459
0.0,0.0,7430.0,1.0,-1.3862943611198906
0.0,3.0,7430.0,1.0,-1.4500101755059984
3.0,0.0,7430.0,1.0,4.595119850134589
3.0,3.0,7430.0,1.0,1.3862943611198908
3.0,2.0,7430.0,1.0,0.4054651081081642
0.0,1.0,7430.0,1.0,-1.3862943611198906
3.0,1.0,7430.0,1.0,0.4054651081081642
1.0,0.0,7430.0,1.0,4.595119850134589
1.0,1.0,1861.0,1.0,0.7537718023763803
2.0,3.0,1861.0,1.0,-0.8472978603872036
1.0,3.0,1861.0,1.0,0.2006706954621514
3.0,0.0,1861.0,1.0,1.815289966638249
2.0,1.0,1861.0,1.0,1.0459685551826876
0.0,1.0,1861.0,1.0,0.7537718023763803
3.0,2.0,1861.0,1.0,1.3862943611198908
2.0,2.0,1861.0,1.0,1.3249254147435987
3.0,3.0,1861.0,1.0,0.6632942174102643
0.0,2.0,1861.0,1.0,1.900958761193047
0.0,3.0,1861.0,1.0,1.5856272637403817
1.0,2.0,1861.0,1.0,1.3862943611198908
3.0,1.0,1861.0,1.0,0.6190392084062236
0.0,0.0,1861.0,1.0,2.0907410969337694
1.0,0.0,1861.0,1.0,2.442347035369205
2.0,0.0,1861.0,1.0,-0.3227733922630512
2.0,0.0,7790.0,1.0,-0.8472978603872036
3.0,2.0,7790.0,1.0,0.0
3.0,1.0,7790.0,1.0,1.815289966638249
0.0,2.0,7790.0,1.0,0.5753641449035619
0.0,3.0,7790.0,1.0,0.4054651081081642
3.0,0.0,7790.0,1.0,0.8953840470548413
2.0,2.0,7790.0,1.0,-1.3862943611198906
1.0,3.0,7790.0,1.0,2.313634929180631
0.0,0.0,7790.0,1.0,0.7537718023763803
0.0,1.0,7790.0,1.0,2.313634929180631
3.0,3.0,7790.0,1.0,0.040005334613699206
1.0,1.0,7790.0,1.0,0.4054651081081642
1.0,2.0,7790.0,1.0,-0.2411620568168881
1.0,0.0,7790.0,1.0,0.2006706954621514
2.0,3.0,7790.0,1.0,-0.8472978603872036
2.0,1.0,7790.0,1.0,1.0459685551826876
2.0,0.0,959.0,1.0,-0.5322168137473082
2.0,3.0,959.0,1.0,-4.59511985013459
0.0,1.0,959.0,1.0,-0.4895482253187058
2.0,2.0,959.0,1.0,0.08004270767353656
3.0,0.0,959.0,1.0,-0.3639653772014119
3.0,1.0,959.0,1.0,-0.12014431184206334
0.0,2.0,959.0,1.0,0.2818511521409875
1.0,3.0,959.0,1.0,-2.197224577336219
0.0,3.0,959.0,1.0,4.595119850134589
0.0,0.0,959.0,1.0,0.12014431184206341
1.0,0.0,959.0,1.0,0.6190392084062236
2.0,1.0,959.0,1.0,-0.3639653772014119
3.0,2.0,959.0,1.0,0.12014431184206341
1.0,1.0,959.0,1.0,1.7346010553881064
1.0,2.0,959.0,1.0,1.3862943611198908
3.0,3.0,959.0,1.0,-0.20067069546215124
2.0,3.0,768.0,1.0,-3.1780538303479453
0.0,0.0,768.0,1.0,-0.8953840470548413
1.0,2.0,768.0,1.0,-0.4473122180436648
2.0,0.0,768.0,1.0,-4.59511985013459
1.0,0.0,768.0,1.0,0.2818511521409875
0.0,1.0,768.0,1.0,3.8918202981106256
0.0,2.0,768.0,1.0,0.7537718023763803
3.0,1.0,768.0,1.0,3.8918202981106256
3.0,2.0,768.0,1.0,-0.4054651081081643
3.0,0.0,768.0,1.0,-0.3639653772014119
1.0,1.0,768.0,1.0,2.5866893440979433
2.0,2.0,768.0,1.0,-2.751535313041949
2.0,1.0,768.0,1.0,0.8001193001121129
0.0,3.0,768.0,1.0,-0.12014431184206334
1.0,3.0,768.0,1.0,0.3639653772014115
3.0,3.0,768.0,1.0,-0.4054651081081643
1.0,0.0,3274.0,1.0,0.4054651081081642
0.0,1.0,3274.0,1.0,0.4054651081081642
2.0,1.0,3274.0,1.0,0.16034265007517948
1.0,2.0,3274.0,1.0,-0.4054651081081643
1.0,3.0,3274.0,1.0,0.2818511521409875
1.0,1.0,3274.0,1.0,0.0
3.0,1.0,3274.0,1.0,-0.2411620568168881
0.0,3.0,3274.0,1.0,-0.12014431184206334
0.0,2.0,3274.0,1.0,0.0
2.0,3.0,3274.0,1.0,-0.4054651081081643
2.0,0.0,3274.0,1.0,-0.4895482253187058
3.0,0.0,3274.0,1.0,-0.5322168137473082
2.0,2.0,3274.0,1.0,0.16034265007517948
0.0,0.0,3274.0,1.0,0.08004270767353656
3.0,2.0,3274.0,1.0,0.0
3.0,3.0,3274.0,1.0,0.0
2.0,2.0,7416.0,1.0,0.4054651081081642
1.0,0.0,7416.0,1.0,0.4054651081081642
0.0,2.0,7416.0,1.0,0.4054651081081642
1.0,1.0,7416.0,1.0,1.3862943611198908
3.0,0.0,7416.0,1.0,0.0
2.0,3.0,7416.0,1.0,-2.4423470353692043
3.0,1.0,7416.0,1.0,-2.751535313041949
2.0,1.0,7416.0,1.0,-0.8953840470548413
2.0,0.0,7416.0,1.0,-3.4760986898352733
3.0,2.0,7416.0,1.0,-0.9444616088408512
0.0,0.0,7416.0,1.0,-0.9946225751440619
0.0,1.0,7416.0,1.0,-0.4054651081081643
1.0,3.0,7416.0,1.0,2.442347035369205
0.0,3.0,7416.0,1.0,0.5753641449035619
1.0,2.0,7416.0,1.0,4.595119850134589
3.0,3.0,7416.0,1.0,-2.0907410969337694
0.0,1.0,2769.0,1.0,0.3639653772014115
1.0,2.0,2769.0,1.0,-2.4423470353692043
3.0,2.0,2769.0,1.0,-4.59511985013459
2.0,1.0,2769.0,1.0,0.16034265007517948
2.0,3.0,2769.0,1.0,-1.3862943611198906
0.0,2.0,2769.0,1.0,-0.8472978603872036
3.0,1.0,2769.0,1.0,0.5753641449035619
0.0,0.0,2769.0,1.0,1.900958761193047
2.0,2.0,2769.0,1.0,-2.3136349291806306
0.0,3.0,2769.0,1.0,0.708185057924486
3.0,0.0,2769.0,1.0,1.6582280766035322
3.0,3.0,2769.0,1.0,-0.5753641449035618
1.0,3.0,2769.0,1.0,-0.7537718023763801
2.0,0.0,2769.0,1.0,0.8953840470548413
1.0,0.0,2769.0,1.0,1.1526795099383855
1.0,1.0,2769.0,1.0,0.4054651081081642
3.0,1.0,6527.0,1.0,-0.8001193001121131
3.0,0.0,6527.0,1.0,1.1526795099383855
2.0,0.0,6527.0,1.0,0.6190392084062236
3.0,2.0,6527.0,1.0,-0.7537718023763801
1.0,2.0,6527.0,1.0,1.0459685551826876
0.0,2.0,6527.0,1.0,-2.3136349291806306
1.0,3.0,6527.0,1.0,0.5753641449035619
1.0,1.0,6527.0,1.0,1.1526795099383855
2.0,2.0,6527.0,1.0,-1.2083112059245342
2.0,3.0,6527.0,1.0,-0.4895482253187058
2.0,1.0,6527.0,1.0,-0.0800427076735365
3.0,3.0,6527.0,1.0,0.08004270767353656
0.0,0.0,6527.0,1.0,0.2818511521409875
1.0,0.0,6527.0,1.0,0.3639653772014115
0.0,3.0,6527.0,1.0,-0.7537718023763801
0.0,1.0,6527.0,1.0,0.708185057924486
1.0,3.0,752.0,1.0,-0.16034265007517937
2.0,1.0,752.0,1.0,-0.9444616088408512
3.0,2.0,752.0,1.0,0.8001193001121129
2.0,3.0,752.0,1.0,0.5322168137473082
0.0,3.0,752.0,1.0,-0.6190392084062235
1.0,1.0,752.0,1.0,0.5753641449035619
1.0,2.0,752.0,1.0,-0.663294217410264
0.0,1.0,752.0,1.0,0.0
3.0,0.0,752.0,1.0,0.6190392084062236
1.0,0.0,752.0,1.0,0.2006706954621514
2.0,0.0,752.0,1.0,-3.4760986898352733
2.0,2.0,752.0,1.0,-0.3227733922630512
3.0,1.0,752.0,1.0,0.708185057924486
0.0,2.0,752.0,1.0,-0.4054651081081643
0.0,0.0,752.0,1.0,-1.5856272637403817
3.0,3.0,752.0,1.0,-0.4054651081081643
1.0,2.0,3924.0,1.0,-0.7081850579244856
0.0,2.0,3924.0,1.0,-0.4054651081081643
1.0,1.0,3924.0,1.0,0.4054651081081642
3.0,2.0,3924.0,1.0,-0.4054651081081643
0.0,3.0,3924.0,1.0,0.7537718023763803
0.0,0.0,3924.0,1.0,1.3862943611198908
1.0,3.0,3924.0,1.0,-0.4054651081081643
2.0,2.0,3924.0,1.0,-1.4500101755059984
2.0,1.0,3924.0,1.0,0.8472978603872034
0.0,1.0,3924.0,1.0,0.8472978603872034
2.0,0.0,3924.0,1.0,3.178053830347945
1.0,0.0,3924.0,1.0,2.9444389791664394
3.0,0.0,3924.0,1.0,0.4895482253187058
3.0,3.0,3924.0,1.0,-0.8472978603872036
3.0,1.0,3924.0,1.0,0.8953840470548413
2.0,3.0,3924.0,1.0,-0.8001193001121131
3.0,1.0,9039.0,1.0,0.7537718023763803
1.0,0.0,9039.0,1.0,0.8001193001121129
1.0,3.0,9039.0,1.0,-0.4054651081081643
1.0,2.0,9039.0,1.0,0.32277339226305085
0.0,1.0,9039.0,1.0,0.8953840470548413
2.0,2.0,9039.0,1.0,0.3639653772014115
1.0,1.0,9039.0,1.0,-0.16034265007517937
3.0,3.0,9039.0,1.0,-2.3136349291806306
0.0,0.0,9039.0,1.0,1.265666373331276
0.0,3.0,9039.0,1.0,-0.4473122180436648
3.0,0.0,9039.0,1.0,1.0986122886681098
2.0,0.0,9039.0,1.0,0.3639653772014115
2.0,3.0,9039.0,1.0,-0.8953840470548413
2.0,1.0,9039.0,1.0,-0.4054651081081643
3.0,2.0,9039.0,1.0,0.0
0.0,2.0,9039.0,1.0,0.8472978603872034
2.0,0.0,8962.0,1.0,0.8001193001121129
0.0,0.0,8962.0,1.0,0.2006706954621514
2.0,3.0,8962.0,1.0,0.2818511521409875
1.0,0.0,8962.0,1.0,-0.3227733922630512
0.0,1.0,8962.0,1.0,-0.4054651081081643
1.0,3.0,8962.0,1.0,-0.7537718023763801
1.0,2.0,8962.0,1.0,-0.7081850579244856
0.0,3.0,8962.0,1.0,0.8001193001121129
3.0,3.0,8962.0,1.0,-0.3227733922630512
1.0,1.0,8962.0,1.0,0.3639653772014115
3.0,0.0,8962.0,1.0,0.7537718023763803
3.0,1.0,8962.0,1.0,0.4054651081081642
2.0,2.0,8962.0,1.0,1.815289966638249
2.0,1.0,8962.0,1.0,0.4895482253187058
0.0,2.0,8962.0,1.0,2.313634929180631
3.0,2.0,8962.0,1.0,0.8472978603872034
1.0,2.0,8626.0,1.0,0.0
3.0,0.0,8626.0,1.0,-0.8472978603872036
0.0,3.0,8626.0,1.0,1.3249254147435987
1.0,0.0,8626.0,1.0,0.0
3.0,1.0,8626.0,1.0,-0.8953840470548413
0.0,2.0,8626.0,1.0,1.3862943611198908
3.0,2.0,8626.0,1.0,-0.8953840470548413
2.0,1.0,8626.0,1.0,0.0
2.0,3.0,8626.0,1.0,0.0
2.0,0.0,8626.0,1.0,0.0
0.0,0.0,8626.0,1.0,0.8472978603872034
0.0,1.0,8626.0,1.0,0.8472978603872034
1.0,3.0,8626.0,1.0,0.0
2.0,2.0,8626.0,1.0,0.0
3.0,3.0,8626.0,1.0,-0.9946225751440619
1.0,1.0,8626.0,1.0,0.0
1.0,2.0,8390.0,1.0,0.8472978603872034
3.0,0.0,8390.0,1.0,-0.8953840470548413
3.0,3.0,8390.0,1.0,-1.0459685551826876
3.0,1.0,8390.0,1.0,1.900958761193047
2.0,2.0,8390.0,1.0,0.5322168137473082
2.0,0.0,8390.0,1.0,-0.4473122180436648
3.0,2.0,8390.0,1.0,0.16034265007517948
2.0,3.0,8390.0,1.0,-0.9444616088408512
0.0,2.0,8390.0,1.0,0.4895482253187058
0.0,3.0,8390.0,1.0,0.8953840470548413
1.0,0.0,8390.0,1.0,0.4895482253187058
1.0,1.0,8390.0,1.0,1.265666373331276
0.0,1.0,8390.0,1.0,2.442347035369205
0.0,0.0,8390.0,1.0,0.4054651081081642
1.0,3.0,8390.0,1.0,0.7537718023763803
2.0,1.0,8390.0,1.0,1.900958761193047
2.0,2.0,3589.0,1.0,-0.12014431184206334
3.0,1.0,3589.0,1.0,-0.2411620568168881
2.0,3.0,3589.0,1.0,-1.5163474893680886
0.0,3.0,3589.0,1.0,-1.5163474893680886
1.0,3.0,3589.0,1.0,-1.4500101755059984
1.0,2.0,3589.0,1.0,0.12014431184206341
2.0,1.0,3589.0,1.0,0.16034265007517948
1.0,0.0,3589.0,1.0,1.265666373331276
1.0,1.0,3589.0,1.0,0.8001193001121129
3.0,2.0,3589.0,1.0,-0.12014431184206334
3.0,3.0,3589.0,1.0,-1.900958761193047
2.0,0.0,3589.0,1.0,1.5163474893680882
0.0,0.0,3589.0,1.0,1.5856272637403817
3.0,0.0,3589.0,1.0,1.5856272637403817
0.0,2.0,3589.0,1.0,0.16034265007517948
