pFinf,pFnoninf,pO,subj,block,prob
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,6800.0,-1.0,0.0
-0.7731898882334817,0.44183275227903895,0.0,6800.0,-1.0,0.0
-0.36772478012531723,0.3677247801253172,0.0,6800.0,-1.0,1.0
-0.7731898882334817,-0.441832752279039,-2.197224577336219,6800.0,-1.0,1.0
0.3677247801253172,-0.7731898882334817,-2.197224577336219,6800.0,-1.0,0.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,6800.0,-1.0,1.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,6800.0,-1.0,1.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,6800.0,-1.0,0.0
0.44183275227903895,0.8472978603872034,1.0986122886681096,6800.0,-1.0,1.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,6800.0,-1.0,0.0
-0.7731898882334817,-0.36772478012531723,-1.9459101490553132,6800.0,-1.0,1.0
0.8472978603872034,0.8472978603872034,1.0986122886681096,6800.0,-1.0,0.0
0.7731898882334817,0.7731898882334817,1.9459101490553132,6800.0,-1.0,1.0
-0.441832752279039,0.3677247801253172,0.25131442828090617,6800.0,-1.0,1.0
-0.441832752279039,0.7731898882334817,0.0,6800.0,-1.0,1.0
0.3677247801253172,-0.36772478012531723,0.0,6800.0,-1.0,0.0
-0.441832752279039,-0.36772478012531723,-2.197224577336219,6800.0,-1.0,0.0
0.8472978603872034,0.3677247801253172,2.1972245773362196,6800.0,-1.0,1.0
0.3677247801253172,0.3677247801253172,1.9459101490553132,6800.0,-1.0,1.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,6800.0,-1.0,0.0
0.3677247801253172,-0.441832752279039,0.25131442828090617,6800.0,-1.0,1.0
0.7731898882334817,0.8472978603872034,2.1972245773362196,6800.0,-1.0,0.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,6800.0,-1.0,0.0
-0.8472978603872034,0.44183275227903895,0.25131442828090617,6800.0,-1.0,0.0
0.44183275227903895,0.44183275227903895,1.0986122886681096,6800.0,-1.0,1.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,6800.0,-1.0,0.0
-0.8472978603872034,-0.36772478012531723,-2.197224577336219,6800.0,-1.0,0.0
0.44183275227903895,-0.7731898882334817,0.0,6800.0,-1.0,0.0
-0.8472978603872034,-0.8472978603872034,-1.0986122886681096,6800.0,-1.0,0.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,6800.0,-1.0,0.0
0.3677247801253172,0.7731898882334817,1.9459101490553132,6800.0,-1.0,1.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,6800.0,-1.0,1.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,6800.0,-1.0,0.0
-0.441832752279039,-0.8472978603872034,-1.0986122886681096,6800.0,-1.0,0.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,6800.0,-1.0,0.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,6800.0,-1.0,0.0
-0.36772478012531723,0.44183275227903895,-0.2513144282809062,6800.0,-1.0,0.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,6800.0,-1.0,1.0
0.3677247801253172,0.8472978603872034,2.1972245773362196,6800.0,-1.0,1.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,6800.0,-1.0,1.0
0.8472978603872034,-0.8472978603872034,0.0,6800.0,-1.0,1.0
0.7731898882334817,-0.7731898882334817,0.0,6800.0,-1.0,0.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,6800.0,-1.0,0.0
0.3677247801253172,-0.8472978603872034,-1.9459101490553132,6800.0,-1.0,0.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,6800.0,-1.0,0.0
-0.441832752279039,0.8472978603872034,-0.2513144282809062,6800.0,-1.0,0.0
0.44183275227903895,-0.441832752279039,0.0,6800.0,-1.0,0.0
-0.8472978603872034,0.7731898882334817,-2.197224577336219,6800.0,-1.0,0.0
-0.7731898882334817,-0.8472978603872034,-2.197224577336219,6800.0,-1.0,0.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,6800.0,-1.0,1.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,6800.0,-1.0,0.0
-0.7731898882334817,0.7731898882334817,0.0,6800.0,-1.0,1.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,6800.0,-1.0,0.0
-0.8472978603872034,0.3677247801253172,-1.9459101490553132,6800.0,-1.0,0.0
0.7731898882334817,-0.441832752279039,0.0,7262.0,-1.0,0.0
-0.7731898882334817,-0.441832752279039,-2.197224577336219,7262.0,-1.0,0.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,7262.0,-1.0,0.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,7262.0,-1.0,1.0
-0.441832752279039,-0.8472978603872034,-1.0986122886681096,7262.0,-1.0,0.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,7262.0,-1.0,1.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,7262.0,-1.0,0.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,7262.0,-1.0,0.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,7262.0,-1.0,1.0
-0.7731898882334817,0.7731898882334817,0.0,7262.0,-1.0,0.0
0.44183275227903895,-0.7731898882334817,0.0,7262.0,-1.0,1.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,7262.0,-1.0,0.0
-0.8472978603872034,0.8472978603872034,0.0,7262.0,-1.0,0.0
-0.441832752279039,-0.36772478012531723,-2.197224577336219,7262.0,-1.0,0.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,7262.0,-1.0,1.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,7262.0,-1.0,1.0
-0.7731898882334817,-0.8472978603872034,-2.197224577336219,7262.0,-1.0,0.0
-0.7731898882334817,0.44183275227903895,0.0,7262.0,-1.0,0.0
0.3677247801253172,-0.36772478012531723,0.0,7262.0,-1.0,1.0
0.44183275227903895,-0.441832752279039,0.0,7262.0,-1.0,1.0
-0.7731898882334817,-0.7731898882334817,-1.9459101490553132,7262.0,-1.0,0.0
0.3677247801253172,0.7731898882334817,1.9459101490553132,7262.0,-1.0,1.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,7262.0,-1.0,1.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,7262.0,-1.0,0.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,7262.0,-1.0,0.0
0.7731898882334817,-0.7731898882334817,0.0,7262.0,-1.0,1.0
0.3677247801253172,-0.441832752279039,0.25131442828090617,7262.0,-1.0,1.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,7262.0,-1.0,1.0
-0.441832752279039,0.7731898882334817,0.0,7262.0,-1.0,0.0
-0.36772478012531723,0.3677247801253172,0.0,7262.0,-1.0,0.0
-0.8472978603872034,0.44183275227903895,0.25131442828090617,7262.0,-1.0,0.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,7262.0,-1.0,0.0
0.8472978603872034,0.3677247801253172,2.1972245773362196,7262.0,-1.0,1.0
-0.441832752279039,0.8472978603872034,-0.2513144282809062,7262.0,-1.0,0.0
-0.8472978603872034,-0.36772478012531723,-2.197224577336219,7262.0,-1.0,0.0
-0.7731898882334817,-0.36772478012531723,-1.9459101490553132,7262.0,-1.0,0.0
0.44183275227903895,0.8472978603872034,1.0986122886681096,7262.0,-1.0,1.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,7262.0,-1.0,1.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,7262.0,-1.0,1.0
0.8472978603872034,-0.8472978603872034,0.0,7262.0,-1.0,1.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,7262.0,-1.0,1.0
-0.8472978603872034,0.7731898882334817,-2.197224577336219,7262.0,-1.0,0.0
0.7731898882334817,0.7731898882334817,1.9459101490553132,7262.0,-1.0,1.0
-0.441832752279039,0.44183275227903895,0.0,7262.0,-1.0,0.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,7262.0,-1.0,1.0
-0.8472978603872034,0.3677247801253172,-1.9459101490553132,7262.0,-1.0,0.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,7262.0,-1.0,0.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,7262.0,-1.0,1.0
0.7731898882334817,0.8472978603872034,2.1972245773362196,7262.0,-1.0,1.0
0.8472978603872034,0.8472978603872034,1.0986122886681096,7262.0,-1.0,1.0
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,7262.0,-1.0,1.0
0.3677247801253172,0.8472978603872034,2.1972245773362196,7262.0,-1.0,1.0
-0.441832752279039,0.3677247801253172,0.25131442828090617,7262.0,-1.0,0.0
0.3677247801253172,-0.8472978603872034,-1.9459101490553132,7262.0,-1.0,1.0
-0.36772478012531723,0.44183275227903895,-0.2513144282809062,7262.0,-1.0,0.0
-0.8472978603872034,-0.8472978603872034,-1.0986122886681096,7262.0,-1.0,0.0
-0.7731898882334817,0.3677247801253172,-2.197224577336219,7262.0,-1.0,0.0
-0.441832752279039,-0.441832752279039,-1.0986122886681096,7262.0,-1.0,0.0
0.44183275227903895,-0.8472978603872034,0.25131442828090617,7262.0,-1.0,1.0
0.44183275227903895,0.44183275227903895,1.0986122886681096,7262.0,-1.0,1.0
0.3677247801253172,0.3677247801253172,1.9459101490553132,7262.0,-1.0,1.0
0.3677247801253172,-0.7731898882334817,-2.197224577336219,7262.0,-1.0,1.0
-0.36772478012531723,0.7731898882334817,2.1972245773362196,7262.0,-1.0,1.0
-0.36772478012531723,0.3677247801253172,0.0,877.0,-1.0,1.0
-0.441832752279039,-0.36772478012531723,-2.197224577336219,877.0,-1.0,1.0
-0.7731898882334817,0.7731898882334817,0.0,877.0,-1.0,0.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,877.0,-1.0,0.0
-0.441832752279039,0.8472978603872034,-0.2513144282809062,877.0,-1.0,1.0
-0.7731898882334817,0.3677247801253172,-2.197224577336219,877.0,-1.0,0.0
-0.441832752279039,-0.7731898882334817,-2.197224577336219,877.0,-1.0,1.0
-0.441832752279039,0.44183275227903895,0.0,877.0,-1.0,0.0
0.3677247801253172,-0.7731898882334817,-2.197224577336219,877.0,-1.0,0.0
0.3677247801253172,0.3677247801253172,1.9459101490553132,877.0,-1.0,0.0
-0.441832752279039,0.3677247801253172,0.25131442828090617,877.0,-1.0,0.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,877.0,-1.0,1.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,877.0,-1.0,0.0
0.7731898882334817,-0.7731898882334817,0.0,877.0,-1.0,0.0
0.7731898882334817,-0.441832752279039,0.0,877.0,-1.0,1.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,877.0,-1.0,0.0
0.7731898882334817,0.7731898882334817,1.9459101490553132,877.0,-1.0,1.0
-0.8472978603872034,0.3677247801253172,-1.9459101490553132,877.0,-1.0,0.0
-0.8472978603872034,-0.8472978603872034,-1.0986122886681096,877.0,-1.0,1.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,877.0,-1.0,1.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,877.0,-1.0,0.0
0.8472978603872034,0.3677247801253172,2.1972245773362196,877.0,-1.0,1.0
0.7731898882334817,0.8472978603872034,2.1972245773362196,877.0,-1.0,0.0
-0.8472978603872034,-0.36772478012531723,-2.197224577336219,877.0,-1.0,0.0
0.44183275227903895,-0.8472978603872034,0.25131442828090617,877.0,-1.0,0.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,877.0,-1.0,1.0
0.3677247801253172,-0.8472978603872034,-1.9459101490553132,877.0,-1.0,0.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,877.0,-1.0,1.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,877.0,-1.0,0.0
-0.7731898882334817,-0.441832752279039,-2.197224577336219,877.0,-1.0,0.0
0.44183275227903895,-0.441832752279039,0.0,877.0,-1.0,0.0
-0.441832752279039,-0.441832752279039,-1.0986122886681096,877.0,-1.0,1.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,877.0,-1.0,1.0
-0.7731898882334817,-0.7731898882334817,-1.9459101490553132,877.0,-1.0,0.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,877.0,-1.0,1.0
0.44183275227903895,-0.7731898882334817,0.0,877.0,-1.0,0.0
0.3677247801253172,-0.441832752279039,0.25131442828090617,877.0,-1.0,1.0
0.3677247801253172,-0.36772478012531723,0.0,877.0,-1.0,0.0
-0.7731898882334817,0.44183275227903895,0.0,877.0,-1.0,0.0
-0.8472978603872034,0.7731898882334817,-2.197224577336219,877.0,-1.0,1.0
-0.36772478012531723,0.7731898882334817,2.1972245773362196,877.0,-1.0,1.0
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,877.0,-1.0,0.0
0.44183275227903895,0.8472978603872034,1.0986122886681096,877.0,-1.0,0.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,877.0,-1.0,0.0
0.44183275227903895,0.44183275227903895,1.0986122886681096,877.0,-1.0,0.0
-0.8472978603872034,0.8472978603872034,0.0,877.0,-1.0,0.0
-0.36772478012531723,0.44183275227903895,-0.2513144282809062,877.0,-1.0,1.0
-0.441832752279039,0.7731898882334817,0.0,877.0,-1.0,1.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,877.0,-1.0,0.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,877.0,-1.0,1.0
0.3677247801253172,0.8472978603872034,2.1972245773362196,877.0,-1.0,0.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,877.0,-1.0,1.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,877.0,-1.0,0.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,877.0,-1.0,1.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,877.0,-1.0,0.0
-0.441832752279039,-0.8472978603872034,-1.0986122886681096,877.0,-1.0,1.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,877.0,-1.0,1.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,877.0,-1.0,0.0
0.8472978603872034,0.8472978603872034,1.0986122886681096,877.0,-1.0,1.0
-0.8472978603872034,0.44183275227903895,0.25131442828090617,877.0,-1.0,0.0
-0.7731898882334817,-0.36772478012531723,-1.9459101490553132,877.0,-1.0,0.0
0.8472978603872034,-0.8472978603872034,0.0,877.0,-1.0,1.0
0.3677247801253172,0.7731898882334817,1.9459101490553132,877.0,-1.0,1.0
-0.7731898882334817,-0.8472978603872034,-2.197224577336219,877.0,-1.0,0.0
-0.441832752279039,0.3677247801253172,0.25131442828090617,5902.0,-1.0,1.0
-0.441832752279039,0.44183275227903895,0.0,5902.0,-1.0,1.0
-0.7731898882334817,-0.7731898882334817,-1.9459101490553132,5902.0,-1.0,0.0
-0.8472978603872034,-0.36772478012531723,-2.197224577336219,5902.0,-1.0,1.0
0.3677247801253172,0.8472978603872034,2.1972245773362196,5902.0,-1.0,1.0
-0.36772478012531723,0.44183275227903895,-0.2513144282809062,5902.0,-1.0,0.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,5902.0,-1.0,0.0
-0.441832752279039,-0.36772478012531723,-2.197224577336219,5902.0,-1.0,1.0
-0.7731898882334817,0.7731898882334817,0.0,5902.0,-1.0,0.0
-0.7731898882334817,0.44183275227903895,0.0,5902.0,-1.0,0.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,5902.0,-1.0,1.0
0.8472978603872034,-0.8472978603872034,0.0,5902.0,-1.0,1.0
0.3677247801253172,0.3677247801253172,1.9459101490553132,5902.0,-1.0,0.0
0.8472978603872034,0.8472978603872034,1.0986122886681096,5902.0,-1.0,0.0
-0.36772478012531723,0.7731898882334817,2.1972245773362196,5902.0,-1.0,1.0
0.7731898882334817,-0.441832752279039,0.0,5902.0,-1.0,0.0
-0.7731898882334817,0.3677247801253172,-2.197224577336219,5902.0,-1.0,0.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,5902.0,-1.0,0.0
-0.8472978603872034,0.7731898882334817,-2.197224577336219,5902.0,-1.0,0.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,5902.0,-1.0,0.0
0.7731898882334817,0.8472978603872034,2.1972245773362196,5902.0,-1.0,0.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,5902.0,-1.0,0.0
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,5902.0,-1.0,1.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,5902.0,-1.0,0.0
0.44183275227903895,0.8472978603872034,1.0986122886681096,5902.0,-1.0,0.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,5902.0,-1.0,1.0
0.3677247801253172,-0.8472978603872034,-1.9459101490553132,5902.0,-1.0,1.0
0.44183275227903895,0.44183275227903895,1.0986122886681096,5902.0,-1.0,1.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,5902.0,-1.0,0.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,5902.0,-1.0,0.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,5902.0,-1.0,0.0
0.3677247801253172,-0.7731898882334817,-2.197224577336219,5902.0,-1.0,0.0
0.3677247801253172,-0.36772478012531723,0.0,5902.0,-1.0,0.0
-0.7731898882334817,-0.8472978603872034,-2.197224577336219,5902.0,-1.0,1.0
0.3677247801253172,-0.441832752279039,0.25131442828090617,5902.0,-1.0,1.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,5902.0,-1.0,1.0
-0.441832752279039,0.8472978603872034,-0.2513144282809062,5902.0,-1.0,0.0
0.44183275227903895,-0.8472978603872034,0.25131442828090617,5902.0,-1.0,0.0
-0.8472978603872034,0.3677247801253172,-1.9459101490553132,5902.0,-1.0,1.0
-0.8472978603872034,0.44183275227903895,0.25131442828090617,5902.0,-1.0,0.0
-0.7731898882334817,-0.36772478012531723,-1.9459101490553132,5902.0,-1.0,0.0
0.3677247801253172,0.7731898882334817,1.9459101490553132,5902.0,-1.0,0.0
0.7731898882334817,-0.7731898882334817,0.0,5902.0,-1.0,0.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,5902.0,-1.0,1.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,5902.0,-1.0,1.0
0.44183275227903895,-0.7731898882334817,0.0,5902.0,-1.0,0.0
0.7731898882334817,0.7731898882334817,1.9459101490553132,5902.0,-1.0,0.0
0.44183275227903895,-0.441832752279039,0.0,5902.0,-1.0,1.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,5902.0,-1.0,1.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,5902.0,-1.0,1.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,5902.0,-1.0,1.0
0.8472978603872034,0.3677247801253172,2.1972245773362196,5902.0,-1.0,1.0
-0.441832752279039,-0.8472978603872034,-1.0986122886681096,5902.0,-1.0,0.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,5902.0,-1.0,1.0
-0.7731898882334817,-0.441832752279039,-2.197224577336219,5902.0,-1.0,0.0
-0.36772478012531723,0.3677247801253172,0.0,5902.0,-1.0,1.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,5902.0,-1.0,0.0
-0.8472978603872034,-0.8472978603872034,-1.0986122886681096,5902.0,-1.0,1.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,5902.0,-1.0,1.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,5902.0,-1.0,1.0
-0.441832752279039,-0.441832752279039,-1.0986122886681096,5902.0,-1.0,0.0
-0.441832752279039,0.7731898882334817,0.0,5902.0,-1.0,1.0
-0.8472978603872034,0.8472978603872034,0.0,5902.0,-1.0,1.0
-0.441832752279039,-0.7731898882334817,-2.197224577336219,5902.0,-1.0,0.0
0.3677247801253172,-0.8472978603872034,-1.9459101490553132,99.0,-1.0,1.0
-0.7731898882334817,0.44183275227903895,0.0,99.0,-1.0,1.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,99.0,-1.0,1.0
-0.7731898882334817,-0.441832752279039,-2.197224577336219,99.0,-1.0,0.0
-0.7731898882334817,0.7731898882334817,0.0,99.0,-1.0,0.0
-0.7731898882334817,-0.7731898882334817,-1.9459101490553132,99.0,-1.0,1.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,99.0,-1.0,0.0
-0.8472978603872034,-0.8472978603872034,-1.0986122886681096,99.0,-1.0,0.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,99.0,-1.0,1.0
0.3677247801253172,0.8472978603872034,2.1972245773362196,99.0,-1.0,1.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,99.0,-1.0,1.0
-0.441832752279039,-0.441832752279039,-1.0986122886681096,99.0,-1.0,0.0
0.44183275227903895,-0.8472978603872034,0.25131442828090617,99.0,-1.0,1.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,99.0,-1.0,0.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,99.0,-1.0,0.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,99.0,-1.0,1.0
0.44183275227903895,0.44183275227903895,1.0986122886681096,99.0,-1.0,1.0
0.8472978603872034,-0.8472978603872034,0.0,99.0,-1.0,0.0
-0.441832752279039,-0.8472978603872034,-1.0986122886681096,99.0,-1.0,0.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,99.0,-1.0,0.0
-0.36772478012531723,0.44183275227903895,-0.2513144282809062,99.0,-1.0,1.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,99.0,-1.0,0.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,99.0,-1.0,1.0
-0.441832752279039,0.7731898882334817,0.0,99.0,-1.0,1.0
-0.8472978603872034,0.44183275227903895,0.25131442828090617,99.0,-1.0,1.0
0.3677247801253172,0.3677247801253172,1.9459101490553132,99.0,-1.0,1.0
0.7731898882334817,0.8472978603872034,2.1972245773362196,99.0,-1.0,1.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,99.0,-1.0,0.0
-0.441832752279039,0.44183275227903895,0.0,99.0,-1.0,1.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,99.0,-1.0,1.0
0.44183275227903895,0.8472978603872034,1.0986122886681096,99.0,-1.0,1.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,99.0,-1.0,1.0
0.8472978603872034,0.8472978603872034,1.0986122886681096,99.0,-1.0,1.0
0.7731898882334817,0.44183275227903895,2.1972245773362196,99.0,-1.0,1.0
0.44183275227903895,-0.441832752279039,0.0,99.0,-1.0,0.0
-0.7731898882334817,-0.36772478012531723,-1.9459101490553132,99.0,-1.0,0.0
0.3677247801253172,-0.36772478012531723,0.0,99.0,-1.0,0.0
-0.36772478012531723,0.3677247801253172,0.0,99.0,-1.0,1.0
0.3677247801253172,-0.7731898882334817,-2.197224577336219,99.0,-1.0,0.0
-0.441832752279039,-0.36772478012531723,-2.197224577336219,99.0,-1.0,0.0
-0.441832752279039,0.8472978603872034,-0.2513144282809062,99.0,-1.0,1.0
0.7731898882334817,0.7731898882334817,1.9459101490553132,99.0,-1.0,1.0
0.3677247801253172,0.7731898882334817,1.9459101490553132,99.0,-1.0,1.0
-0.8472978603872034,0.3677247801253172,-1.9459101490553132,99.0,-1.0,1.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,99.0,-1.0,0.0
-0.8472978603872034,0.7731898882334817,-2.197224577336219,99.0,-1.0,1.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,99.0,-1.0,0.0
0.7731898882334817,-0.441832752279039,0.0,99.0,-1.0,0.0
-0.8472978603872034,-0.36772478012531723,-2.197224577336219,99.0,-1.0,0.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,99.0,-1.0,0.0
-0.8472978603872034,0.8472978603872034,0.0,99.0,-1.0,1.0
0.44183275227903895,-0.36772478012531723,-0.2513144282809062,99.0,-1.0,1.0
0.3677247801253172,-0.441832752279039,0.25131442828090617,99.0,-1.0,0.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,99.0,-1.0,1.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,99.0,-1.0,1.0
0.8472978603872034,0.3677247801253172,2.1972245773362196,99.0,-1.0,1.0
-0.7731898882334817,-0.8472978603872034,-2.197224577336219,99.0,-1.0,0.0
0.44183275227903895,-0.7731898882334817,0.0,99.0,-1.0,1.0
-0.441832752279039,-0.7731898882334817,-2.197224577336219,99.0,-1.0,0.0
-0.7731898882334817,0.8472978603872034,2.1972245773362196,99.0,-1.0,0.0
-0.441832752279039,0.3677247801253172,0.25131442828090617,99.0,-1.0,0.0
-0.7731898882334817,0.3677247801253172,-2.197224577336219,99.0,-1.0,1.0
0.7731898882334817,-0.7731898882334817,0.0,99.0,-1.0,0.0
0.8472978603872034,-0.36772478012531723,1.9459101490553132,8029.0,-1.0,0.0
-0.36772478012531723,0.3677247801253172,0.0,8029.0,-1.0,1.0
-0.441832752279039,-0.8472978603872034,-1.0986122886681096,8029.0,-1.0,1.0
-0.36772478012531723,0.44183275227903895,-0.2513144282809062,8029.0,-1.0,0.0
-0.7731898882334817,-0.8472978603872034,-2.197224577336219,8029.0,-1.0,0.0
-0.441832752279039,-0.7731898882334817,-2.197224577336219,8029.0,-1.0,1.0
0.3677247801253172,-0.36772478012531723,0.0,8029.0,-1.0,0.0
-0.36772478012531723,-0.441832752279039,-2.197224577336219,8029.0,-1.0,1.0
-0.8472978603872034,-0.441832752279039,-1.0986122886681096,8029.0,-1.0,0.0
-0.36772478012531723,-0.36772478012531723,-1.9459101490553132,8029.0,-1.0,1.0
0.8472978603872034,0.7731898882334817,2.1972245773362196,8029.0,-1.0,1.0
-0.441832752279039,0.7731898882334817,0.0,8029.0,-1.0,1.0
-0.36772478012531723,-0.7731898882334817,-1.9459101490553132,8029.0,-1.0,0.0
-0.8472978603872034,0.8472978603872034,0.0,8029.0,-1.0,1.0
0.8472978603872034,-0.441832752279039,-0.2513144282809062,8029.0,-1.0,0.0
0.8472978603872034,-0.7731898882334817,2.1972245773362196,8029.0,-1.0,0.0
0.3677247801253172,0.44183275227903895,2.1972245773362196,8029.0,-1.0,1.0
-0.441832752279039,-0.36772478012531723,-2.197224577336219,8029.0,-1.0,0.0
0.7731898882334817,0.7731898882334817,1.9459101490553132,8029.0,-1.0,1.0
0.44183275227903895,0.3677247801253172,2.1972245773362196,8029.0,-1.0,1.0
-0.36772478012531723,0.8472978603872034,1.9459101490553132,8029.0,-1.0,1.0
-0.36772478012531723,0.7731898882334817,2.1972245773362196,8029.0,-1.0,1.0
0.44183275227903895,0.7731898882334817,2.1972245773362196,8029.0,-1.0,1.0
-0.8472978603872034,-0.7731898882334817,-2.197224577336219,8029.0,-1.0,0.0
0.8472978603872034,0.44183275227903895,1.0986122886681096,8029.0,-1.0,1.0
-0.36772478012531723,-0.8472978603872034,-2.197224577336219,8029.0,-1.0,1.0
-0.7731898882334817,0.44183275227903895,0.0,8029.0,-1.0,1.0
0.7731898882334817,-0.36772478012531723,2.1972245773362196,8029.0,-1.0,0.0
0.7731898882334817,-0.7731898882334817,0.0,8029.0,-1.0,1.0
0.3677247801253172,0.7731898882334817,1.9459101490553132,8029.0,-1.0,1.0
0.7731898882334817,-0.441832752279039,0.0,8029.0,-1.0,0.0
-0.441832752279039,0.44183275227903895,0.0,8029.0,-1.0,1.0
0.7731898882334817,0.3677247801253172,1.9459101490553132,8029.0,-1.0,1.0
0.44183275227903895,0.8472978603872034,1.0986122886681096,8029.0,-1.0,1.0
0.7731898882334817,-0.8472978603872034,-2.197224577336219,8029.0,-1.0,0.0
